sentences	ADR	WD	EF	INF	SSI	DI
I stoped cold turkey after taking 150 ml 5 days later ended up in the ER for a suicide attempt, next day, paramedics at my house for talking suicidal thoughts, 7th day tried again spent 2 1/2 weeks in phych word.	0	1	0	0	0	0
Doc put me on something for that and it worked during the day but I wake up nightly with soaked clothes.	1	0	0	0	0	0
If I was single, my only choice would be the best for me, Zoloft.	0	0	0	0	0	0
At first it was okay because I didn't feel as anxious as I usually did, Eventually, I began to have hand shakes and once in a while my body feels out of sync.	1	0	1	0	1	1
Do NOT believe the MDs and pharm corp. hype and lies!	0	0	0	0	0	0
I don't want to switch medicines again since I have been on quite a few- Prozac, Zoloft and Lexapro and also I am afraid of what the withdraw symptoms would be like.	0	1	0	0	0	0
I am not depressed, but I feel that life is without excitement.	1	0	1	0	1	1
I didn't care about anything.	1	0	0	0	0	0
Enjoy life however you can with whatever aid you need!  	0	0	0	0	0	0
jaw clenching at night, teeth grinding, nausea, constipation, food cravings, weight gain, total loss of sex drive, inability to O, insomnia, loss of taste.	1	0	0	0	0	0
But it all went away eventually and I started feeling great.	0	0	1	0	0	0
I started at 5 mg, went up to 10 mg, 15, 20, 30, and even to 40 mg!	0	0	0	0	0	0
after all that suffering, the baby died.	0	0	0	0	0	0
I have advice for those who still suffer: Get some sunshine on your face, just a few minutes will make you feel great.	0	0	0	0	0	0
Possibly dry mouth (whatever that is exactly), drowsiness for the first few weeks.	1	0	0	0	0	0
Struggled with a horrible cycle of insomnia, anxiety, depression, life changes and hormonal changes for a year.	0	0	0	0	1	0
No real bad side effects unless I missed a dose then I'd cry a lot.	0	1	0	0	0	0
Withdrawal symptoms are nothing to mess with I ran out of pills over a 4 day holiday weekend, and boy did I feel wierd.	0	0	0	0	0	0
It takes months to get off this poison (which is another thing the useless doctor conveniently didn't tell me).	0	0	0	0	0	0
Haven't started therapy yet.	0	0	0	0	0	0
i love it.	0	0	1	0	0	0
Did not feel natural.	0	0	0	0	0	0
I was like a squirrel on crack,no sleep, couldn't concentrate, metallic taste in mouth, JAW WENT NUMB!	0	1	0	0	0	0
had a very strange reaction to this drug, one which some people also seem to experience.	1	0	0	0	0	0
Total sexual dysfunction which has continued for six months with no improvement after stopping the medication.	1	0	0	0	0	0
I NOW TAKE NO MEDICATION EXCEPT FOR SLEEP.	0	0	0	0	0	0
First two days,no problem.	0	0	0	0	0	0
Indifference to food.	1	0	0	0	0	0
I liked that it made me seem emotionally detached events happened that would normally make me burst into tears but with Cymbalta I was emotionally free.	1	0	1	0	1	1
I spend most of my spare time in bed sleeping .	1	0	0	0	0	0
I stopped taking it cold turkey ( I actually just forgot to use it for 5 days) and suffered 0 side effects or reactions.	0	0	0	0	0	0
Works for my form of depression, however it has destroyed my sleeping patterns.	1	0	1	0	1	1
Good luck if u decide to take cymbalta.	0	0	0	0	0	0
I had hand shakes,warmness in my body,very energized,mood was alot better,sweating,pretty bad insomnia which i did not like.	1	0	1	0	0	0
I went to sleep, then woke up a couple hours later feeling extremely nauseous.	1	0	0	0	0	0
But overall, I'm so happy with Cymbalta, that I simply treat those SE's and deal with it.	0	0	1	0	0	0
Have gained back all of the weight I lost and have a big appetite.	1	0	0	0	0	0
I went to doctor for my acid reflux and as it turned out he prescribed this poison to me without even telling me what this shit is and what does it do to my body.	1	0	0	0	0	0
it made me calm.	0	0	1	0	0	0
major weight gain that led to high systolic blood pressure.	1	0	0	0	0	0
Night sweats (really annoying), loose stool (no big deal), difficulty reaching orgasm when i first when on, then it returned to normal for years, but in the last 6 months orgasm is very elusive again.	1	0	0	0	0	0
Im excited to start this drug and pray for a normal life once again.	0	0	0	0	0	0
weight gain.	1	0	0	0	0	0
I still feel dizzy and nauseated, and my hands and feet are tingling.	1	0	0	0	0	0
This helped me distract my thoughts and focus them on something more logical, like my work.	0	0	1	0	0	0
Decreased appetite, which is rather nice.	1	0	0	0	0	0
so now I have a drug for that).	0	0	0	0	0	0
stop and smell the roses with a loved one.	0	0	1	0	0	0
I have been completely off for 3 days and have had NO improvement in my withdrawal symptoms.	0	1	0	0	0	0
I suffered no major side effects when lowering the drug - just some light headedness that lasted a couple of days.	0	1	0	0	0	0
Unless you want to be a walking zombie	1	0	0	0	0	0
Anxiety was greatly decreased within one hour of taking medication.	0	0	1	0	1	1
Most of the odd side effects went away the first few weeks after I started taking it.	0	0	0	0	0	0
It is horrible to try and go off of.	1	1	0	0	0	0
That subsided around 10am, That's when I noticed how much of a space cadet I was feeling.	1	0	0	0	0	0
ALL of the aforementioned side effects plus I feel like I have the flu.	0	1	0	0	0	0
For the first couple of weeks, I'd get headaches and have mild nausea after taking the pill.	1	0	0	0	0	0
I'm also afraid my appetite will come back with a vengeance, as it has on other meds.	0	0	0	0	0	0
I've suffered with PMDD for years, and I always know when I am about to start when the PMDD starts up.	0	0	0	0	1	1
By the end of the day, however, I crash.	0	0	0	0	0	0
dr says that it can take up to 8 weeks .	0	0	0	0	0	0
I am suffering and should of not trusted the NP who prescribed the pills without first checking it out.	0	0	0	0	0	0
When I told the doctor about the episode,.	0	0	0	0	0	0
My research finds that many people suffer this side effect.	0	0	0	0	0	0
The negative obsessive thoughts playing over and over in my head have disappeared completely.	0	0	1	0	1	1
I deal with massive exhaustion from FMS, pmdd, shingles, and EDS, and this has made it worse, though I'm making it through work.	0	0	0	0	1	0
Very sleepy, unable to concentrate, no motivation, apathetic, sexual problems.	1	0	0	0	0	0
Initially constipation but it went away after a few weeks.	1	0	0	0	0	0
I have a tendency toward seasonal affect disorder and cymbalta has not done anything to improve this.	0	0	0	1	1	1
I am glad that I started Cymbalta before I came to this site.	0	0	0	0	0	0
I loved the stuff.	0	0	1	0	0	0
I feel really strange but am hoping I even out some after being on it for awhile.	1	0	0	0	0	0
Much improvement from the suicidal ideation, dysphoria, depression.	0	0	1	0	1	1
I was on 225 mg and have weaned down to 37,5.	0	0	0	0	0	0
I felt like a normal person.	0	0	1	0	0	0
It has been powerful at curing anxiety, depression and mental clutter.	0	0	1	0	1	1
slight headache. 	1	0	0	0	0	0
I'm afraid that my legs will never be the same.	0	0	0	0	0	0
I wish I had never started taking it,  Terrible fatigue, malaise, asthma, lump in lower intestinal wall, sinus problems, muscles bones and joints so sore I cry.	1	0	0	0	0	0
Going off this drug was horrible.	0	1	0	0	0	0
Stay with the actual ZOLOFT these generics are not the same in absorbtion and can cause major setbacks	0	0	0	0	0	0
The 2nd year is when all the other symptoms started.	0	0	0	0	0	0
I took Lexapro for 3 days in 10mg doses and had severe side effects immediately.	1	0	0	0	0	0
At one point I wanted to kill myself.	1	0	0	0	0	0
Definitely have more energy, but still not enough.	0	0	1	0	0	0
It's six days now and the obsessive endless thoughts about a bad event in my life are already subsiding.	0	0	1	0	1	1
Nausea in morning, Dizziness, Heart rate increases quickly with exertion, occasional head rush, most distressing aspect is foggy thinking - sluggish thoughts.	1	0	0	0	0	0
Lexapro works for me.	0	0	1	0	0	0
I have been losing handfuls of hair every time I brush, wash or run my fingers through it.	1	0	0	0	0	0
I read where others have experienced vivid dreams as a side effect, but I've always dreamed pretty vividly so this doesn't bother me.	1	0	0	0	0	0
Hope this helps, and do some research before taking any drug!	0	0	0	0	0	0
This is the 4th antidepressant I've tried in the past 6 months & the first to give me any relief from my depression.	0	0	1	0	1	1
WHEN I GOT TO CYMBALTA.	0	0	0	0	0	0
It has also helped me out of a deep depression that zoloft could not do.	0	0	0	1	1	1
Bad diarrhea and abdominal pains.	1	0	0	0	0	0
Both my therapist & psychiatrist are extremely puzzled by the instense sweating, as though they're hearing of this side effect for the first time.	0	0	0	0	0	0
This is the 5th day of my trial with Cymbalta.	0	0	0	0	0	0
I had no clue it was the side effect from the lexapro.	0	0	0	0	0	0
During the holidays I increase to 225)  I don't get the withdrawal symptoms with this doseage change.	0	0	0	0	0	0
Along with Levoxol for thyroid, Trazadone to sleep, Xanax to take the agitation edge of and the XR dose of 225, I am paying $398.00, every monthdue to being uninsured.	0	0	0	0	0	0
MY HAIR WAS SHEDDING AT AN UNUSUAL RATE, I WAS HAVING A DULL HEADACHE CONSTANTLY.	1	0	0	0	0	0
Be very careful about this drug, but it helped me immensely the first time, Be wary, but don't be completely close-minded either.	0	0	1	0	0	0
I only recently acknowledged that I had a severe emotional disorder in my early thirties, Still, even then.	0	0	0	0	1	0
I went from 75mg to 37.5 mg for a week, then 37.5mg every other day for 2 weeks .	0	0	0	0	0	0
Side effects only lasted for a week.	1	0	0	0	0	0
I was on Paxil CR b4 and wanted to kill myself and everything in my path.	0	0	0	0	0	0
I'm really glad I did.	0	0	1	0	0	0
NONE.	0	0	0	0	0	0
I had no appetite.	1	0	0	0	0	0
I sleep better, but not perfectly.	0	0	1	0	0	0
i think im going to quit and just do it the old fasion way, plus i dont want all those withdrawls im reading about.	0	0	0	0	0	0
I would highly reccomend this drug.	0	0	0	0	0	0
What am I doing?)	0	0	0	0	0	0
When i miss a day i feel very spaced out, thick, groggy, sad.	0	1	0	0	0	0
Worked really well first six months or so for my depression but after several freaky alcohol incidents where I drank 3-4 glasses of wine and then blacked out completely, I cut down my dosage from 20 to 10 mg and plan to go back on Welbutrin at my next doctor's consult.	1	0	1	0	1	1
I have hung in there and now the side effect have gone.	0	0	0	0	0	0
no desire to have sex, cannot orgasim, currently hurts to have sex.	1	0	0	0	0	0
Nausea (severe at times), occasional tremors, delayed orgasm, hot flashes.	1	0	0	0	0	0
It's been the worst anti depressant I ever took.	0	0	0	0	0	0
I started 37.5mg and in a week Ill be jumping to 75mg I was so scared to take it that I delayed it because I read all the comments on this site.	0	0	0	0	0	0
I would never recommend this medication to anyone.	0	0	0	0	0	0
I was hit with a lot of side effects of Cymbalta.	1	0	0	0	0	0
Went into a horrible depression shortly after stopping completely.	0	1	0	0	0	0
but this is the one i choose since i have to.	0	0	0	0	0	0
I started with 10mg and moved up to 20 pretty quickly, with very little problem.	0	0	0	0	0	0
Then 5 the next week (those 2 weeks were the worst) then I worked up to 10mg.	0	0	0	1	0	0
Short-term memory loss, shortened attention span, depression, suicidal thoughts, developed a stutter, always tired, nightmares, paranoia, extreme moods.	1	0	0	0	0	0
Called doc and he said it's withdrawal.	0	0	0	0	0	0
I started taking AmbienCR to sleep but at 12.5mg it only helped for 4 hours.	0	0	0	0	0	0
I have MS and all my meds are very expensive, so my MD signed me up for an assistance plan and Cymbalta is on it.	0	0	0	0	0	0
Lexapro has helped with my depression, but not so much the anxiety.	0	0	1	0	1	1
Extremely tired, low motivation and energy.	1	0	0	0	0	0
I usually have very vivid dreams but I have slept well and have had calm dreams the last few nights.	0	0	0	0	0	0
This drug caused me t. I have severe and chronic lower back pain with Fibromyalgia which resulted in my developing depression.	0	0	0	0	1	0
I've had major depression since my early teens.	0	0	0	0	1	0
Much better than Paxil (made me gain weight and sleepy) or Wellbutrin (made me suicidal and grumpy.	0	0	0	0	0	0
I asked doctor about supplementing Zoloft with Trazadone(antidepressant) and he agreed.	0	0	0	0	0	0
The first couple days are hard for me to even remember what went on.	1	0	0	0	0	0
Muscle pain from fibromalgia is reduced.	0	0	0	0	1	1
Friday i was in two minds about taking the pill, but did it anyway, and the anxiety just didn't stop.	1	0	0	1	0	0
My anxiety improved slightly for a week, but this week seems to be worse than ever.	0	0	1	0	1	1
My only complaint is that so much of my life was so subtly but truly less fulfilling than it could have been.	0	0	0	0	0	0
very tired.	1	0	0	0	0	0
I no longer cry everyday and think of suicide everyday.	0	0	1	0	1	1
I'm a little nervous about the withdrawl from Zoloft after hearing other reports here.	0	0	0	0	0	0
I've had no real noticeable side effects.	0	0	0	0	0	0
Some libido decrease.	1	0	0	0	0	0
I have been on Zoloft for three years(25mg).	0	0	0	0	0	0
I have decided to wean myself off.	0	0	0	0	0	0
This medication caused a horrible dopamine imbalance, which current medicine can, but WILL NOT TREAT.	1	0	0	0	0	0
I also found myself making a bizarre sucking motion with my mouth-possibly from the dryness?	1	0	0	0	0	0
 I have taken effexor Xr 450mgs for over 7 years.	0	0	0	0	0	0
The reason is weight gain.	1	0	0	0	0	0
I haven't had a good night's sleep in a year because of the night sweats.	1	0	0	0	0	0
I found work hard to focus on and suffered some memory difficulties.	1	0	0	0	0	0
I think it worth trying, because everyone is different.	0	0	0	0	0	0
